title,url,email
"Your travel agency in the Greater Toronto Area offering exotic tours, cruises and vacation packages: Exotic vacations",http://exotictours.ca/,{'exoticvacations@hotmail.com'}
"Travel Agency | Kijiji in Toronto (GTA). - Buy, Sell & Save with Canada's #1 Local Classifieds.",https://www.kijiji.ca/b-gta-greater-toronto-area/travel-agency/k0l1700272,{'info@hawkstravel.com'}
"Urgent! Travel agency jobs in Toronto, ON - June 2023 (with Salaries!) - Jooble",https://ca.jooble.org/jobs-travel-agency/Toronto%2C-ON,"{'example@mail.com', 'privacy@jooble.com'}"
Travel agencies in Toronto ※TOP 10※,https://www.fortorontolovers.com/en/best/travel-agencies-in-toronto,set()
"Cheap Flights, Airline Tickets, Travel Agency in Brampton, ON, Canada | NanakFlights",https://www.nanakflights.com/,set()
Canada Express Travel Agency Inc. | Danforth Village BIA,http://dvbia.ca/directory/canada-express-travel-agency-inc/,set()
TORONTO - Four Seasons Hotel - Luxury Virtuoso Travel Agency,https://renshawtravel.com/?id=59,set()
Toronto travel agency mistake ruins Ontario woman's dream trip | CTV News,https://toronto.ctvnews.ca/ontario-woman-says-toronto-travel-agency-error-turned-dream-jamaica-trip-into-nightmare-1.5895185,set()
"Indian Travel Agents  Toronto, Ontario",https://indianbusinesscanada.com/category/indian-travel-agents/279/toronto/4/ontario/19/,"{'info@etravelair.com', 'muhammadatif@hotmail.com', 'tanuj.rctours@gmail.com', 'fayyaz416@gmail.com'}"
Book Your Toronto Trips with Our Brockville Travel Agency | Howard Travel | News,https://www.howardtravel.ca/news.php?postID=47&article=Book-Your-Toronto-Trips-with-Our-Brockville-Travel-Agency,set()
Bains Travel Mississauga,https://bainstravel.com/offer/bains-travel-mississauga/,set()
Persian Travel Agency in Toronto + Contacts,https://ganjineh.ca/persian-travel-agency/,set()
Welcome | Titan Tours,https://www.titantourstravel.com/,{'titantours@on.aibn.com'}
Closure List of Ontario-Registered Travel Retailers and Wholesalers,https://www.tico.ca/compliance-and-enforcement/registrant-closure-list.html,set()
Access denied,https://www.workopolis.com/jobsearch/travel-agency-jobs/toronto-ontario,set()
EDITORIAL: Our military isn’t a travel agency | Toronto Sun,https://torontosun.com/opinion/editorials/editorial-our-military-isnt-a-travel-agency,{'youremail@email.com'}
"
        Welcome to Gareri Travel Agency    ",https://gareritravel.com/,"{'cathyp@gareritravel.com', 'cathy@gareritravel.com', 'fly@gareritravel.com', 'angeline@gareritravel.com', 'carmine@gareritravel.com', 'joe@gareritravel.com', 'speranzahope@gareritravel.com', 'mike@gareritravel.com'}"
Welcome to Travel My Way | Award Winning Travel Agency,https://www.travelmyway.ca/,set()
#1 Travel Agent Network in Canada | TL Network,https://www.canadiantravelagents.ca/agents?slctDestination=&slctInterest=Destination+Weddings&slctState=ON&slctMetro=Toronto&slctLanguage=&slctSupplier=,set()
BST Vacations | Full Service Travel Agency,https://bstvacations.ca/,set()
Unique Travel Toronto / Best Travel Agency for Flights and Vacations,https://www.uniquetravel.ca/en/,set()
"
	Toronto Limo - Travel Agents
",https://limousinestoronto.com/contact-us/travel-agents,set()
Helloworld Toronto - Home,https://www.helloworld.com.au/store/toronto,set()
Nova Travel Toronto - Nova Travel Toronto,https://novatraveltoronto.com/,set()
"MDJ Travel Service Ltd. Map - Travel agency - Toronto, Canada - Mapcarta",https://mapcarta.com/N729443810,set()
CityNews,https://toronto.citynews.ca/2019/03/19/woman-arrested-fake-travel-agency/,set()
Filipino Travel Agency In Toronto Location - Google My Maps,https://www.google.com/mymaps/viewer?mid=1oyQvuXBL3BugGPKjj9PX43IiZ38&hl=en_US,set()
403 Forbidden,https://www.receptourcanada.com/,set()
St Clair Travel Agency - Toronto - Nextdoor,https://ca.nextdoor.com/pages/st-clair-travel-agency/,set()
Police searching for Toronto travel agent charged after Global News report  | Globalnews.ca,https://globalnews.ca/news/3015683/toronto-travel-agent-exposed-by-global-news-wanted-for-fraud-charges-fleeing-police/,set()
Airline Tickets | Vacation Packages | Cruises & Last Minute ...,https://www.redtag.ca/,set()
GoDaddy Security - Access Denied,https://airlineticketcentre.ca/,set()
403 Forbidden,https://www.durhamradionews.com/archives/93253,set()
,https://www.travelagents.marriott.com/travelagents/default.mi,set()
Flair Airlines - Best Flight Deals in Canada,https://flyflair.com/,set()
super.com,https://www.super.com/travel,set()
Access Denied,https://www.aircanada.com/ca/en/aco/home/fly/customer-support/cancellation-refund.html,set()
Access Denied,https://www.aircanada.com/ca/en/aco/home/fly/customer-support/frequently-asked-questions.html,set()
